track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
5ZLzl6T8JwqMTMdoE0nCbU,rock,0.642,0.628,7,-12.849,1,0.0358,0.334,8.29e-06,0.614,0.893,103.317,audio_features,spotify:track:5ZLzl6T8JwqMTMdoE0nCbU,https://api.spotify.com/v1/tracks/5ZLzl6T8JwqMTMdoE0nCbU,https://api.spotify.com/v1/audio-analysis/5ZLzl6T8JwqMTMdoE0nCbU,201867,4
0qMip0B2D4ePEjBJvAtYre,rock,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-05,0.0796,0.263,134.938,audio_features,spotify:track:0qMip0B2D4ePEjBJvAtYre,https://api.spotify.com/v1/tracks/0qMip0B2D4ePEjBJvAtYre,https://api.spotify.com/v1/audio-analysis/0qMip0B2D4ePEjBJvAtYre,237587,4
6CIQOFf01zQ9qJaqhD6rlH,rock,0.513,0.903,9,-4.82,1,0.164,0.000238,0.000852,0.337,0.821,172.98,audio_features,spotify:track:6CIQOFf01zQ9qJaqhD6rlH,https://api.spotify.com/v1/tracks/6CIQOFf01zQ9qJaqhD6rlH,https://api.spotify.com/v1/audio-analysis/6CIQOFf01zQ9qJaqhD6rlH,159000,4
6iX1QW1gGIVNEItnqyvFfH,rock,0.494,0.471,4,-13.45,1,0.0261,0.748,0.748,0.127,0.843,93.993,audio_features,spotify:track:6iX1QW1gGIVNEItnqyvFfH,https://api.spotify.com/v1/tracks/6iX1QW1gGIVNEItnqyvFfH,https://api.spotify.com/v1/audio-analysis/6iX1QW1gGIVNEItnqyvFfH,311704,4
30St98Bok3jJmXdkkHVPQe,rock,0.533,0.362,4,-14.79,1,0.0244,0.48,0.245,0.0857,0.451,82.992,audio_features,spotify:track:30St98Bok3jJmXdkkHVPQe,https://api.spotify.com/v1/tracks/30St98Bok3jJmXdkkHVPQe,https://api.spotify.com/v1/audio-analysis/30St98Bok3jJmXdkkHVPQe,235224,4
1OE5l6sedVcIFELMuxQOPI,rock,0.604,0.411,7,-14.258,1,0.034,0.427,5.74e-05,0.602,0.675,126.637,audio_features,spotify:track:1OE5l6sedVcIFELMuxQOPI,https://api.spotify.com/v1/tracks/1OE5l6sedVcIFELMuxQOPI,https://api.spotify.com/v1/audio-analysis/1OE5l6sedVcIFELMuxQOPI,249734,4
7LbfuQVct78YoghmoPtsQ8,rock,0.671,0.405,0,-10.052,1,0.0392,0.385,0.0,0.132,0.828,99.678,audio_features,spotify:track:7LbfuQVct78YoghmoPtsQ8,https://api.spotify.com/v1/tracks/7LbfuQVct78YoghmoPtsQ8,https://api.spotify.com/v1/audio-analysis/7LbfuQVct78YoghmoPtsQ8,265067,4
4JwjzS9WFkWlpzGCwh82fn,rock,0.648,0.525,9,-9.213,1,0.0241,0.466,1.5e-06,0.165,0.724,98.131,audio_features,spotify:track:4JwjzS9WFkWlpzGCwh82fn,https://api.spotify.com/v1/tracks/4JwjzS9WFkWlpzGCwh82fn,https://api.spotify.com/v1/audio-analysis/4JwjzS9WFkWlpzGCwh82fn,314840,4
1rN9QoVxw5U7TJkyaUR8C1,rock,0.508,0.889,7,-2.755,0,0.0862,0.0495,0.0,0.0984,0.332,135.014,audio_features,spotify:track:1rN9QoVxw5U7TJkyaUR8C1,https://api.spotify.com/v1/tracks/1rN9QoVxw5U7TJkyaUR8C1,https://api.spotify.com/v1/audio-analysis/1rN9QoVxw5U7TJkyaUR8C1,238360,4
6n6EXIwLtNwe4u4CFzENYm,rock,0.546,0.675,10,-6.136,1,0.171,0.439,0.0,0.107,0.686,91.779,audio_features,spotify:track:6n6EXIwLtNwe4u4CFzENYm,https://api.spotify.com/v1/tracks/6n6EXIwLtNwe4u4CFzENYm,https://api.spotify.com/v1/audio-analysis/6n6EXIwLtNwe4u4CFzENYm,246920,4
4H1aZMAqnzICsnFVDf6Lxc,rock,0.848,0.463,7,-9.009,1,0.0854,0.378,0.0,0.103,0.948,133.0,audio_features,spotify:track:4H1aZMAqnzICsnFVDf6Lxc,https://api.spotify.com/v1/tracks/4H1aZMAqnzICsnFVDf6Lxc,https://api.spotify.com/v1/audio-analysis/4H1aZMAqnzICsnFVDf6Lxc,218240,4
1di1C0QI6Y92yZPYn6XYAZ,rock,0.436,0.934,2,-2.685,1,0.0507,1.03e-05,0.14,0.321,0.384,91.481,audio_features,spotify:track:1di1C0QI6Y92yZPYn6XYAZ,https://api.spotify.com/v1/tracks/1di1C0QI6Y92yZPYn6XYAZ,https://api.spotify.com/v1/audio-analysis/1di1C0QI6Y92yZPYn6XYAZ,240133,4
16D5bGymrzpi9ZlnYXB5ql,rock,0.616,0.985,11,-1.596,1,0.0825,0.000282,0.000144,0.111,0.44,109.978,audio_features,spotify:track:16D5bGymrzpi9ZlnYXB5ql,https://api.spotify.com/v1/tracks/16D5bGymrzpi9ZlnYXB5ql,https://api.spotify.com/v1/audio-analysis/16D5bGymrzpi9ZlnYXB5ql,230613,4
38kcwx5znepLWCIBID0Bwm,rock,0.526,0.981,8,-1.82,1,0.111,0.00318,0.00161,0.187,0.781,142.016,audio_features,spotify:track:38kcwx5znepLWCIBID0Bwm,https://api.spotify.com/v1/tracks/38kcwx5znepLWCIBID0Bwm,https://api.spotify.com/v1/audio-analysis/38kcwx5znepLWCIBID0Bwm,250973,4
62GYoGszQfROZswLee6W3O,rock,0.85,0.466,1,-15.673,1,0.0555,0.314,0.0234,0.129,0.86,109.936,audio_features,spotify:track:62GYoGszQfROZswLee6W3O,https://api.spotify.com/v1/tracks/62GYoGszQfROZswLee6W3O,https://api.spotify.com/v1/audio-analysis/62GYoGszQfROZswLee6W3O,222627,4
