track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
5RsUlxLto4NZbhJpqJbHfN,rock,0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7,audio_features,spotify:track:5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/tracks/5RsUlxLto4NZbhJpqJbHfN,https://api.spotify.com/v1/audio-analysis/5RsUlxLto4NZbhJpqJbHfN,194120,4
42T2QQv3xgBlpQxaSP7lnK,rock,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,audio_features,spotify:track:42T2QQv3xgBlpQxaSP7lnK,https://api.spotify.com/v1/tracks/42T2QQv3xgBlpQxaSP7lnK,https://api.spotify.com/v1/audio-analysis/42T2QQv3xgBlpQxaSP7lnK,238240,4
0snQkGI5qnAmohLE7jTsTn,rock,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,audio_features,spotify:track:0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn,218933,3
15jhnquhNS1IZMlM493UBW,rock,0.745,0.347,2,-13.145,1,0.0418,0.246,0.0,0.0861,0.899,155.539,audio_features,spotify:track:15jhnquhNS1IZMlM493UBW,https://api.spotify.com/v1/tracks/15jhnquhNS1IZMlM493UBW,https://api.spotify.com/v1/audio-analysis/15jhnquhNS1IZMlM493UBW,201600,4
5cZqsjVs6MevCnAkasbEOX,rock,0.432,0.884,8,-6.657,1,0.128,0.0128,0.000457,0.166,0.619,108.835,audio_features,spotify:track:5cZqsjVs6MevCnAkasbEOX,https://api.spotify.com/v1/tracks/5cZqsjVs6MevCnAkasbEOX,https://api.spotify.com/v1/audio-analysis/5cZqsjVs6MevCnAkasbEOX,166707,4
086myS9r57YsLbJpU0TgK9,rock,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,audio_features,spotify:track:086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/audio-analysis/086myS9r57YsLbJpU0TgK9,161124,4
2374M0fQpWi3dLnB54qaLX,rock,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
57bgtoPSgt236HzfBOd8kj,rock,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
754kgU5rWscRTfvlsuEwFp,rock,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,audio_features,spotify:track:754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/tracks/754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/audio-analysis/754kgU5rWscRTfvlsuEwFp,208680,4
0d28khcov6AiegSCpG5TuT,rock,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4
