iter	Passed	Remaining
1676	15118	2920
1677	15127	2911
1678	15135	2902
1679	15144	2893
1680	15153	2884
1681	15162	2875
1682	15171	2866
1683	15179	2857
1684	15188	2848
1685	15197	2839
1686	15205	2830
1687	15214	2821
1688	15223	2812
1689	15231	2802
1690	15240	2793
1691	15249	2784
1692	15257	2775
1693	15266	2766
1694	15275	2757
1695	15284	2748
1696	15293	2739
1697	15303	2730
1698	15312	2721
1699	15321	2712
1700	15330	2703
1701	15339	2694
1702	15348	2685
1703	15357	2676
1704	15366	2667
1705	15375	2658
1706	15384	2649
1707	15392	2640
1708	15401	2631
1709	15410	2622
1710	15418	2613
1711	15426	2604
1712	15435	2595
1713	15444	2586
1714	15452	2576
1715	15461	2567
1716	15470	2558
1717	15479	2549
1718	15488	2540
1719	15496	2531
1720	15505	2522
1721	15514	2513
1722	15522	2504
1723	15531	2495
1724	15540	2486
1725	15548	2477
1726	15557	2468
1727	15565	2459
1728	15575	2450
1729	15584	2441
1730	15594	2432
1731	15602	2423
1732	15611	2414
1733	15619	2405
1734	15628	2396
1735	15637	2386
1736	15645	2377
1737	15654	2368
1738	15662	2359
1739	15671	2350
1740	15680	2341
1741	15688	2332
1742	15697	2323
1743	15706	2314
1744	15714	2305
1745	15723	2296
1746	15731	2287
1747	15740	2278
1748	15748	2269
1749	15757	2260
1750	15767	2251
1751	15775	2242
1752	15785	2233
1753	15793	2224
1754	15802	2215
1755	15811	2206
1756	15820	2197
1757	15828	2187
1758	15837	2178
1759	15846	2169
1760	15854	2160
1761	15863	2151
1762	15872	2142
1763	15881	2133
1764	15889	2124
1765	15898	2115
1766	15907	2106
1767	15915	2097
1768	15924	2088
1769	15933	2079
1770	15942	2070
1771	15951	2061
1772	15959	2052
1773	15968	2043
1774	15977	2034
1775	15986	2025
1776	15994	2016
1777	16003	2007
1778	16012	1998
1779	16020	1989
1780	16029	1980
1781	16038	1971
1782	16047	1962
1783	16055	1952
1784	16064	1943
1785	16072	1934
1786	16081	1925
1787	16090	1916
1788	16098	1907
1789	16107	1898
1790	16115	1889
1791	16124	1880
1792	16132	1871
1793	16141	1862
1794	16150	1853
1795	16159	1844
1796	16167	1835
1797	16175	1826
1798	16184	1817
1799	16193	1808
1800	16202	1799
1801	16211	1790
1802	16219	1781
1803	16228	1772
1804	16237	1763
1805	16245	1754
1806	16254	1745
1807	16262	1736
1808	16271	1726
1809	16280	1718
1810	16289	1708
1811	16297	1699
1812	16306	1690
1813	16315	1681
1814	16324	1672
1815	16332	1663
1816	16341	1654
1817	16349	1645
1818	16358	1636
1819	16367	1627
1820	16375	1618
1821	16384	1609
1822	16393	1600
1823	16402	1591
1824	16410	1582
1825	16419	1573
1826	16428	1564
1827	16437	1555
1828	16446	1546
1829	16454	1537
1830	16463	1528
1831	16471	1519
1832	16480	1510
1833	16489	1501
1834	16498	1492
1835	16507	1483
1836	16516	1474
1837	16525	1465
1838	16534	1456
1839	16542	1447
1840	16551	1438
1841	16560	1429
1842	16568	1420
1843	16577	1411
1844	16586	1402
1845	16595	1393
1846	16603	1384
1847	16611	1375
1848	16620	1366
1849	16629	1357
1850	16638	1348
1851	16646	1339
1852	16655	1330
1853	16664	1321
1854	16672	1312
1855	16681	1303
1856	16690	1294
1857	16698	1285
1858	16707	1276
1859	16715	1267
1860	16724	1258
1861	16733	1249
1862	16742	1240
1863	16750	1231
1864	16759	1222
1865	16769	1213
1866	16777	1204
1867	16786	1195
1868	16795	1186
1869	16804	1177
1870	16813	1168
1871	16822	1159
1872	16831	1150
1873	16839	1141
1874	16848	1132
1875	16856	1123
1876	16865	1114
1877	16874	1105
1878	16882	1096
1879	16891	1087
1880	16900	1078
1881	16908	1069
1882	16917	1060
1883	16928	1051
1884	16936	1042
1885	16945	1033
1886	16954	1024
1887	16963	1015
1888	16973	1006
1889	16983	997
1890	16993	988
1891	17002	979
1892	17011	970
1893	17020	961
1894	17031	952
1895	17041	943
1896	17050	934
1897	17059	925
1898	17068	916
1899	17076	907
1900	17085	898
1901	17095	889
1902	17103	880
1903	17112	871
1904	17121	862
1905	17131	853
1906	17140	844
1907	17150	835
1908	17159	826
1909	17169	818
1910	17179	809
1911	17188	800
1912	17197	791
1913	17205	782
1914	17214	773
1915	17223	764
1916	17232	755
1917	17242	746
1918	17251	737
1919	17260	728
1920	17270	719
1921	17279	710
1922	17288	701
1923	17297	692
1924	17307	683
1925	17316	674
1926	17325	665
1927	17335	656
1928	17344	647
1929	17353	638
1930	17363	629
1931	17372	620
1932	17381	611
1933	17390	602
1934	17399	593
1935	17408	584
1936	17417	575
1937	17426	566
1938	17435	557
1939	17444	548
1940	17453	539
1941	17463	530
1942	17475	521
1943	17486	512
1944	17496	503
1945	17506	494
1946	17515	485
1947	17525	476
1948	17535	467
1949	17545	458
1950	17555	449
1951	17565	440
1952	17578	432
1953	17590	423
1954	17599	414
1955	17610	405
1956	17619	396
1957	17632	387
1958	17641	378
1959	17651	369
1960	17663	360
1961	17675	351
1962	17684	342
1963	17695	333
1964	17706	324
1965	17717	315
1966	17727	306
1967	17737	297
1968	17749	288
1969	17760	279
1970	17773	270
1971	17786	261
1972	17799	252
1973	17810	243
1974	17820	234
1975	17831	225
1976	17840	216
1977	17849	207
1978	17858	198
1979	17868	189
1980	17876	180
1981	17886	171
1982	17895	162
1983	17904	153
1984	17913	144
1985	17922	135
1986	17931	126
1987	17940	117
1988	17950	108
1989	17959	99
1990	17971	90
1991	17979	81
1992	17989	72
1993	17998	63
1994	18007	54
1995	18016	45
1996	18025	36
1997	18034	27
1998	18043	18
1999	18052	9
2000	18061	0
