iter	Passed	Remaining
630	5734	12449
631	5743	12440
632	5751	12430
633	5760	12419
634	5769	12410
635	5777	12400
636	5786	12390
637	5795	12381
638	5804	12371
639	5813	12363
640	5821	12352
641	5830	12343
642	5839	12333
643	5848	12324
644	5857	12314
645	5865	12303
646	5874	12294
647	5883	12285
648	5892	12275
649	5902	12267
650	5910	12257
651	5920	12249
652	5929	12239
653	5938	12230
654	5946	12220
655	5955	12211
656	5964	12201
657	5973	12191
658	5981	12181
659	5990	12172
660	5999	12162
661	6008	12152
662	6016	12142
663	6025	12132
664	6033	12122
665	6042	12112
666	6051	12102
667	6059	12092
668	6068	12082
669	6077	12072
670	6086	12063
671	6094	12053
672	6103	12043
673	6112	12033
674	6121	12024
675	6129	12014
676	6138	12004
677	6146	11994
678	6155	11984
679	6164	11975
680	6173	11965
681	6181	11955
682	6190	11945
683	6199	11935
684	6207	11925
685	6216	11915
686	6225	11906
687	6233	11897
688	6242	11887
689	6250	11876
690	6259	11866
691	6268	11857
692	6276	11847
693	6285	11837
694	6294	11827
695	6302	11817
696	6311	11808
697	6321	11800
698	6329	11790
699	6339	11781
700	6347	11771
701	6356	11761
702	6365	11752
703	6373	11741
704	6382	11732
705	6391	11723
706	6400	11713
707	6408	11703
708	6417	11693
709	6425	11684
710	6434	11673
711	6443	11666
712	6452	11656
713	6461	11646
714	6470	11637
715	6479	11628
716	6488	11618
717	6496	11609
718	6505	11599
719	6514	11589
720	6522	11580
721	6531	11570
722	6540	11560
723	6549	11552
724	6558	11542
725	6567	11532
726	6575	11522
727	6584	11513
728	6592	11503
729	6602	11495
730	6610	11485
731	6619	11475
732	6628	11466
733	6637	11456
734	6645	11446
735	6654	11437
736	6663	11427
737	6672	11418
738	6680	11409
739	6689	11399
740	6697	11389
741	6707	11381
742	6716	11371
743	6724	11361
744	6733	11352
745	6742	11342
746	6751	11333
747	6759	11323
748	6768	11313
749	6776	11303
750	6786	11295
751	6794	11285
752	6803	11275
753	6812	11266
754	6820	11256
755	6829	11246
756	6838	11237
757	6846	11227
758	6855	11218
759	6865	11210
760	6874	11201
761	6883	11192
762	6892	11183
763	6901	11174
764	6910	11164
765	6920	11157
766	6928	11147
767	6937	11137
768	6946	11128
769	6954	11118
770	6963	11109
771	6972	11100
772	6981	11091
773	6990	11081
774	6999	11072
775	7007	11062
776	7016	11052
777	7025	11043
778	7033	11033
779	7042	11023
780	7050	11013
781	7059	11003
782	7067	10993
783	7076	10984
784	7084	10974
785	7093	10965
786	7102	10955
787	7110	10945
788	7119	10936
789	7128	10926
790	7136	10917
791	7145	10907
792	7154	10898
793	7162	10887
794	7170	10877
795	7179	10868
796	7188	10859
797	7198	10851
798	7206	10841
799	7215	10831
800	7223	10821
801	7232	10812
802	7241	10803
803	7249	10793
804	7258	10784
805	7267	10774
806	7275	10764
807	7284	10755
808	7292	10745
809	7301	10736
810	7310	10727
811	7319	10718
812	7328	10708
813	7337	10699
814	7345	10689
815	7354	10680
816	7363	10671
817	7371	10661
818	7380	10652
819	7389	10642
820	7398	10633
821	7407	10624
822	7416	10616
823	7425	10606
824	7434	10597
825	7442	10587
826	7451	10577
827	7459	10568
828	7468	10558
829	7477	10549
830	7486	10540
831	7494	10530
832	7503	10521
833	7512	10511
834	7521	10503
835	7530	10493
836	7580	10541
837	7614	10567
838	7631	10569
839	7642	10563
840	7651	10553
841	7660	10544
842	7669	10535
843	7678	10525
844	7686	10515
845	7695	10506
846	7704	10496
847	7713	10487
848	7722	10478
849	7730	10468
850	7739	10459
851	7748	10449
852	7756	10439
853	7765	10429
854	7773	10419
855	7782	10410
856	7791	10400
857	7799	10390
858	7808	10380
859	7817	10371
860	7825	10361
861	7833	10351
862	7843	10342
863	7852	10333
864	7860	10323
865	7869	10314
866	7878	10305
867	7887	10295
868	7896	10286
869	7906	10278
870	7915	10268
871	7924	10259
872	7941	10260
873	7969	10276
874	7981	10271
875	7997	10271
876	8006	10261
877	8015	10252
878	8024	10242
879	8032	10232
880	8041	10223
881	8050	10213
882	8058	10203
883	8067	10193
884	8076	10184
885	8084	10174
886	8094	10165
887	8103	10156
888	8111	10146
889	8120	10136
890	8129	10127
891	8137	10117
892	8146	10107
893	8155	10098
894	8163	10088
895	8172	10079
896	8181	10069
897	8189	10059
898	8198	10049
899	8206	10039
900	8215	10029
901	8223	10019
902	8232	10010
903	8240	10000
904	8249	9990
905	8258	9981
906	8266	9971
907	8275	9961
908	8284	9952
909	8293	9942
910	8301	9933
911	8310	9923
912	8319	9913
913	8327	9903
914	8336	9894
915	8344	9884
916	8353	9874
917	8362	9865
918	8371	9855
919	8379	9846
920	8387	9836
921	8396	9826
922	8405	9816
923	8413	9807
924	8422	9797
925	8430	9787
926	8439	9777
927	8448	9768
928	8456	9758
929	8465	9749
930	8475	9741
931	8483	9731
932	8492	9721
933	8501	9711
934	8509	9702
935	8518	9692
936	8527	9683
937	8536	9673
938	8544	9663
939	8553	9654
940	8561	9644
941	8571	9635
942	8579	9626
943	8588	9616
944	8597	9606
945	8606	9597
946	8614	9588
947	8623	9578
948	8631	9568
949	8640	9559
950	8649	9549
951	8658	9540
952	8666	9530
953	8675	9521
954	8683	9511
955	8693	9502
956	8702	9493
957	8710	9483
958	8719	9473
959	8727	9464
960	8737	9455
961	8745	9445
962	8753	9435
963	8762	9425
964	8770	9416
965	8779	9407
966	8788	9397
967	8798	9389
968	8807	9379
969	8815	9369
970	8824	9360
971	8833	9351
972	8842	9342
973	8850	9332
974	8860	9323
975	8869	9314
976	8877	9304
977	8886	9295
978	8895	9286
979	8904	9277
980	8913	9267
981	8921	9258
982	8930	9248
983	8938	9238
984	8947	9228
985	8955	9218
986	8964	9209
987	8972	9199
988	8981	9189
989	8989	9180
990	8998	9171
991	9007	9161
992	9016	9152
993	9024	9142
994	9033	9133
995	9042	9123
996	9050	9113
997	9059	9104
998	9067	9094
999	9076	9085
1000	9084	9075
1001	9093	9065
1002	9101	9056
1003	9110	9046
1004	9119	9037
1005	9127	9027
1006	9136	9018
1007	9145	9009
1008	9153	8999
1009	9162	8989
1010	9170	8980
1011	9179	8970
1012	9187	8961
1013	9196	8951
1014	9205	8942
1015	9214	8933
1016	9222	8923
1017	9231	8913
1018	9239	8904
1019	9248	8894
1020	9257	8885
1021	9265	8875
1022	9274	8866
1023	9282	8856
1024	9291	8847
1025	9300	8838
1026	9310	8830
1027	9319	8821
1028	9328	8811
1029	9337	8802
1030	9345	8792
1031	9354	8783
1032	9363	8774
1033	9372	8764
1034	9381	8755
1035	9389	8746
1036	9398	8736
1037	9406	8727
1038	9415	8717
1039	9424	8708
1040	9433	8699
1041	9441	8689
1042	9450	8680
1043	9458	8670
1044	9467	8660
1045	9476	8651
1046	9484	8642
1047	9493	8633
1048	9502	8623
1049	9510	8614
1050	9519	8605
1051	9528	8595
1052	9537	8586
1053	9545	8576
1054	9554	8566
1055	9562	8557
1056	9572	8548
1057	9580	8539
1058	9589	8529
1059	9600	8522
1060	9609	8513
1061	9617	8503
1062	9626	8494
1063	9634	8484
1064	9643	8475
1065	9652	8466
1066	9661	8456
1067	9669	8447
1068	9678	8438
1069	9687	8429
1070	9696	8419
1071	9705	8410
1072	9714	8401
1073	9722	8391
1074	9731	8382
1075	9739	8373
1076	9748	8363
1077	9757	8354
1078	9765	8344
1079	9774	8335
1080	9782	8325
1081	9791	8316
1082	9800	8307
1083	9808	8297
1084	9817	8288
1085	9826	8279
1086	9835	8270
1087	9844	8260
1088	9853	8251
1089	9862	8242
1090	9872	8234
1091	9880	8225
1092	9890	8216
1093	9898	8206
1094	9907	8197
1095	9915	8187
1096	9924	8178
1097	9933	8169
1098	9942	8159
1099	9950	8150
1100	9959	8141
1101	9968	8132
1102	9977	8122
1103	9985	8113
1104	9994	8104
1105	10003	8094
1106	10011	8085
1107	10020	8075
1108	10028	8066
1109	10037	8057
1110	10045	8047
1111	10054	8038
1112	10063	8029
1113	10072	8019
1114	10080	8010
1115	10089	8000
1116	10097	7991
1117	10106	7982
1118	10115	7972
1119	10123	7963
1120	10132	7953
1121	10178	7973
1122	10211	7983
1123	10229	7981
1124	10242	7975
1125	10252	7967
1126	10266	7961
1127	10276	7953
1128	10286	7944
1129	10294	7935
1130	10304	7926
1131	10313	7917
1132	10321	7907
1133	10330	7898
1134	10338	7888
1135	10347	7879
1136	10356	7869
1137	10364	7860
1138	10373	7850
1139	10381	7841
1140	10390	7831
1141	10399	7822
1142	10408	7813
1143	10416	7803
1144	10425	7794
1145	10434	7784
1146	10442	7775
1147	10451	7765
1148	10460	7756
1149	10469	7747
1150	10478	7738
1151	10487	7728
1152	10496	7719
1153	10504	7710
1154	10512	7700
1155	10521	7691
1156	10530	7681
1157	10538	7672
1158	10547	7662
1159	10555	7652
1160	10564	7643
1161	10573	7634
1162	10581	7624
1163	10590	7615
1164	10599	7606
1165	10608	7596
1166	10616	7587
1167	10625	7577
1168	10633	7568
1169	10642	7558
1170	10650	7549
1171	10659	7539
1172	10668	7530
1173	10676	7521
1174	10685	7511
1175	10709	7513
1176	10739	7518
1177	10756	7514
1178	10769	7508
1179	10781	7501
1180	10793	7493
1181	10802	7485
1182	10811	7475
1183	10820	7466
1184	10829	7457
1185	10838	7448
1186	10847	7438
1187	10856	7429
1188	10865	7420
1189	10874	7411
1190	10883	7401
1191	10892	7392
1192	10901	7383
1193	10909	7373
1194	10918	7364
1195	10927	7354
1196	10935	7345
1197	10944	7335
1198	10953	7326
1199	10961	7316
1200	10970	7307
1201	10978	7298
1202	10987	7288
1203	10996	7279
1204	11005	7269
1205	11013	7260
1206	11022	7250
1207	11030	7241
1208	11039	7231
1209	11047	7222
1210	11056	7212
1211	11064	7203
1212	11073	7193
1213	11082	7184
1214	11091	7174
1215	11099	7165
1216	11108	7156
1217	11117	7147
1218	11126	7137
1219	11134	7128
1220	11143	7118
1221	11151	7108
1222	11160	7099
1223	11168	7090
1224	11177	7080
1225	11185	7070
1226	11195	7061
1227	11203	7052
1228	11212	7043
1229	11220	7033
1230	11230	7024
1231	11238	7015
1232	11247	7005
1233	11255	6996
1234	11264	6986
1235	11273	6977
1236	11281	6967
1237	11290	6958
1238	11298	6948
1239	11307	6939
1240	11316	6930
1241	11325	6920
1242	11334	6911
1243	11342	6902
1244	11351	6892
1245	11359	6883
1246	11368	6873
1247	11376	6864
1248	11385	6854
1249	11394	6845
1250	11402	6836
1251	11411	6826
1252	11420	6817
1253	11429	6808
1254	11438	6799
1255	11446	6789
1256	11455	6780
1257	11463	6770
1258	11473	6761
1259	11481	6752
1260	11490	6742
1261	11498	6733
1262	11507	6723
1263	11515	6714
1264	11524	6704
1265	11532	6695
1266	11542	6686
1267	11550	6677
1268	11559	6667
1269	11568	6658
1270	11576	6649
1271	11585	6639
1272	11596	6631
1273	11604	6622
1274	11613	6612
1275	11621	6603
1276	11634	6596
1277	11642	6586
1278	11652	6577
1279	11660	6568
1280	11669	6558
1281	11677	6549
1282	11686	6540
1283	11695	6531
1284	11703	6521
1285	11712	6512
1286	11721	6502
1287	11730	6493
1288	11738	6484
1289	11747	6475
1290	11756	6465
1291	11765	6456
1292	11773	6446
1293	11781	6437
1294	11790	6427
1295	11799	6418
1296	11808	6409
1297	11816	6400
1298	11825	6390
1299	11834	6381
1300	11843	6372
1301	11852	6363
1302	11861	6353
1303	11870	6344
1304	11878	6335
1305	11887	6326
1306	11896	6316
1307	11904	6307
1308	11913	6298
1309	11922	6288
1310	11930	6279
1311	11939	6269
1312	11947	6260
1313	11956	6251
1314	11966	6242
1315	11974	6233
1316	11983	6223
1317	11992	6214
1318	12000	6205
1319	12009	6195
1320	12017	6186
1321	12026	6176
1322	12034	6167
1323	12043	6158
1324	12051	6148
1325	12060	6139
1326	12069	6130
1327	12078	6121
1328	12087	6111
1329	12095	6102
1330	12104	6093
1331	12113	6083
1332	12121	6074
1333	12130	6065
1334	12139	6056
1335	12148	6046
1336	12156	6037
1337	12165	6028
1338	12173	6018
1339	12182	6009
1340	12190	6000
1341	12200	5990
1342	12208	5981
1343	12216	5972
1344	12225	5962
1345	12234	5953
1346	12243	5944
1347	12252	5935
1348	12260	5925
1349	12269	5916
1350	12277	5907
1351	12286	5898
1352	12295	5888
1353	12304	5879
1354	12312	5869
1355	12321	5860
1356	12330	5851
1357	12338	5842
1358	12347	5833
1359	12356	5823
1360	12364	5814
1361	12373	5805
1362	12382	5796
1363	12391	5786
1364	12401	5778
1365	12410	5768
1366	12418	5759
1367	12426	5750
1368	12435	5740
1369	12443	5731
1370	12452	5722
1371	12461	5712
1372	12469	5703
1373	12478	5694
1374	12487	5685
1375	12496	5676
1376	12505	5666
1377	12513	5657
1378	12522	5648
1379	12531	5639
1380	12540	5630
1381	12548	5620
1382	12557	5611
1383	12566	5602
1384	12575	5593
1385	12585	5584
1386	12593	5574
1387	12602	5565
1388	12610	5556
1389	12619	5547
1390	12628	5537
1391	12636	5528
1392	12644	5519
1393	12653	5509
1394	12662	5500
1395	12670	5491
1396	12679	5482
1397	12688	5472
1398	12696	5463
1399	12705	5454
1400	12713	5444
1401	12723	5435
1402	12731	5426
1403	12740	5417
1404	12749	5408
1405	12758	5399
1406	12766	5389
1407	12775	5380
1408	12784	5371
1409	12792	5362
1410	12802	5353
1411	12811	5344
1412	12820	5335
1413	12829	5326
1414	12838	5316
1415	12847	5307
1416	12856	5298
1417	12864	5289
1418	12873	5280
1419	12881	5270
1420	12890	5261
1421	12899	5252
1422	12907	5242
1423	12916	5233
1424	12925	5224
1425	12934	5215
1426	12943	5206
1427	12952	5197
1428	12960	5188
1429	12969	5178
1430	12978	5169
1431	12986	5160
1432	12995	5151
1433	13004	5141
1434	13012	5132
1435	13021	5123
1436	13030	5114
1437	13038	5104
1438	13047	5095
1439	13056	5086
1440	13064	5077
1441	13073	5068
1442	13081	5058
1443	13090	5049
1444	13098	5040
1445	13107	5030
1446	13116	5021
1447	13124	5012
1448	13133	5003
1449	13142	4994
1450	13151	4984
1451	13159	4975
1452	13168	4966
1453	13177	4957
1454	13185	4948
1455	13194	4938
1456	13203	4929
1457	13211	4920
1458	13220	4911
1459	13228	4901
1460	13237	4892
1461	13245	4883
1462	13254	4874
1463	13263	4864
1464	13271	4855
1465	13280	4846
1466	13288	4837
1467	13297	4828
1468	13306	4818
1469	13314	4809
1470	13323	4800
1471	13332	4791
1472	13340	4781
1473	13349	4772
1474	13358	4763
1475	13367	4754
1476	13375	4745
1477	13384	4736
1478	13392	4726
1479	13401	4717
1480	13409	4708
1481	13418	4699
1482	13427	4689
1483	13435	4680
1484	13444	4671
1485	13452	4662
1486	13461	4652
1487	13469	4643
1488	13478	4634
1489	13487	4625
1490	13495	4616
1491	13504	4607
1492	13512	4597
1493	13521	4588
1494	13529	4579
1495	13538	4570
1496	13547	4561
1497	13555	4551
1498	13565	4542
1499	13573	4533
1500	13582	4524
1501	13592	4515
1502	13600	4506
1503	13609	4497
1504	13617	4488
1505	13626	4478
1506	13635	4469
1507	13643	4460
1508	13652	4451
1509	13661	4442
1510	13670	4433
1511	13678	4423
1512	13687	4414
1513	13695	4405
1514	13704	4396
1515	13713	4387
1516	13722	4378
1517	13731	4368
1518	13739	4359
1519	13748	4350
1520	13757	4341
1521	13765	4332
1522	13774	4323
1523	13782	4313
1524	13792	4304
1525	13800	4295
1526	13809	4286
1527	13818	4277
1528	13827	4268
1529	13835	4259
1530	13844	4250
1531	13853	4241
1532	13862	4231
1533	13871	4222
1534	13879	4213
1535	13888	4204
1536	13896	4195
1537	13906	4186
1538	13914	4177
1539	13922	4167
1540	13931	4158
1541	13940	4149
1542	13949	4140
1543	13958	4131
1544	13966	4122
1545	13975	4113
1546	13984	4104
1547	13993	4095
1548	14002	4085
1549	14011	4076
1550	14019	4067
1551	14028	4058
1552	14036	4049
1553	14045	4040
1554	14053	4030
1555	14062	4021
1556	14070	4012
1557	14079	4003
1558	14087	3994
1559	14096	3985
1560	14105	3975
1561	14114	3966
1562	14122	3957
1563	14131	3948
1564	14140	3939
1565	14148	3930
1566	14157	3921
1567	14166	3911
1568	14174	3902
1569	14183	3893
1570	14192	3884
1571	14201	3875
1572	14209	3866
1573	14218	3857
1574	14227	3848
1575	14235	3838
1576	14244	3829
1577	14252	3820
1578	14261	3811
1579	14269	3802
1580	14277	3792
1581	14286	3783
1582	14295	3774
1583	14304	3765
1584	14313	3756
1585	14321	3747
1586	14330	3738
1587	14340	3729
1588	14349	3720
1589	14357	3711
1590	14366	3702
1591	14374	3692
1592	14383	3683
1593	14392	3674
1594	14401	3665
1595	14410	3656
1596	14419	3647
1597	14427	3638
1598	14435	3629
1599	14444	3620
1600	14453	3611
1601	14462	3601
1602	14470	3592
1603	14479	3583
1604	14488	3574
1605	14496	3565
1606	14505	3556
1607	14513	3547
1608	14522	3538
1609	14531	3529
1610	14540	3519
1611	14548	3510
1612	14557	3501
1613	14566	3492
1614	14575	3483
1615	14584	3474
1616	14593	3465
1617	14601	3456
1618	14610	3447
1619	14619	3438
1620	14628	3429
1621	14636	3419
1622	14644	3410
1623	14653	3401
1624	14662	3392
1625	14670	3383
1626	14679	3374
1627	14687	3365
1628	14696	3356
1629	14705	3347
1630	14714	3337
1631	14723	3329
1632	14732	3320
1633	14741	3310
1634	14749	3301
1635	14758	3292
1636	14767	3283
1637	14776	3274
1638	14785	3265
1639	14794	3256
1640	14803	3247
1641	14812	3238
1642	14821	3229
1643	14831	3220
1644	14840	3211
1645	14849	3202
1646	14857	3193
1647	14866	3184
1648	14875	3175
1649	14883	3166
1650	14892	3157
1651	14901	3147
1652	14910	3138
1653	14919	3129
1654	14927	3120
1655	14936	3111
1656	14946	3103
1657	14955	3093
1658	14963	3084
1659	14972	3075
1660	14980	3066
1661	14989	3057
1662	14997	3048
1663	15006	3039
1664	15015	3030
1665	15023	3020
1666	15031	3011
1667	15040	3002
1668	15049	2993
1669	15057	2984
1670	15066	2975
1671	15075	2966
1672	15083	2957
1673	15092	2948
1674	15101	2939
1675	15109	2930
